INDIR,FOLDER,IN FILE,DURATION,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,LATITUDE,LONGITUDE,MODEL,SERIAL NO,FIRMWARE,PREFIX,NOTES,AUTO ID,PULSES,MATCHING,MATCH RATIO,MARGIN,FILES,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_211629.wav,3.309,2024-06-10,21:16:29,21,2024-06-10,09:16:29,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,G0pGhxDByv9aVmW6T6YL1g==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_211516.wav,8.937,2024-06-10,21:15:16,21,2024-06-10,09:15:16,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,EEy5hZ8TtWCW8mrwO11SYA==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_211530.wav,8.754,2024-06-10,21:15:30,21,2024-06-10,09:15:30,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,x3wGaXSDtf2J0o01Ad3bQw==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_211729.wav,7.749,2024-06-10,21:17:29,21,2024-06-10,09:17:29,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,HnaRjNPdZ99bf9VavgBM+g==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_211901.wav,5.824,2024-06-10,21:19:01,21,2024-06-10,09:19:01,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,APZXp2wvcI6QgDuyL4SaBA==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212021.wav,6.209,2024-06-10,21:20:21,21,2024-06-10,09:20:21,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,AmN1EXY8l3SQPL1JGqj/pQ==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212028.wav,6.808,2024-06-10,21:20:28,21,2024-06-10,09:20:28,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,1f4QGmSTq9QCB29ctvBG3Q==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212107.wav,8.969,2024-06-10,21:21:07,21,2024-06-10,09:21:07,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,nMMqxPUtUsJfpZtXCCuhjA==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212249.wav,7.349,2024-06-10,21:22:49,21,2024-06-10,09:22:49,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,zCYsVtHR6SHU5jgYMd8iUg==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212154.wav,15,2024-06-10,21:21:54,21,2024-06-10,09:21:54,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,BJkBfi/GiBO/jVGjRXQliQ==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212217.wav,15,2024-06-10,21:22:17,21,2024-06-10,09:22:17,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,A/tTHLjldwRzzRrnjuhEKw==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212233.wav,15,2024-06-10,21:22:33,21,2024-06-10,09:22:33,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,MSCIxCfsDXvf1Fwp5m+ZgQ==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212257.wav,15,2024-06-10,21:22:57,21,2024-06-10,09:22:57,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,r3y5s6VF2Cht0WxDXDByyw==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212401.wav,7.07,2024-06-10,21:24:01,21,2024-06-10,09:24:01,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,5y61pWv9xzr7Vk+hYgXtXg==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212314.wav,15,2024-06-10,21:23:14,21,2024-06-10,09:23:14,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,Jc+sevleTyFTAwINm7lhQA==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212330.wav,15,2024-06-10,21:23:30,21,2024-06-10,09:23:30,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,RbJs+rgGkCIyh+FLO8piEg==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212346.wav,15,2024-06-10,21:23:46,21,2024-06-10,09:23:46,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,rsO8/lbPMgFHSHd6QXz7yw==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212414.wav,15,2024-06-10,21:24:14,21,2024-06-10,09:24:14,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,ok4ZPuRmROLgphM8GcAHow==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212429.wav,15,2024-06-10,21:24:29,21,2024-06-10,09:24:29,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,4+msoDKb2TCf41oI3pZ64g==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212500.wav,10.114,2024-06-10,21:25:00,21,2024-06-10,09:25:00,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,W2IhBr5aS5CYEBREE8646g==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212444.wav,15,2024-06-10,21:24:44,21,2024-06-10,09:24:44,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,rTra1oDJtH54Ha3BglcWug==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212527.wav,15,2024-06-10,21:25:27,21,2024-06-10,09:25:27,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,UOc+0DnlBXx+oG+gc3YX4g==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212631.wav,10.231,2024-06-10,21:26:31,21,2024-06-10,09:26:31,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,P9o2Y5OGGBHw6tivMMtFUg==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212657.wav,8.365,2024-06-10,21:26:57,21,2024-06-10,09:26:57,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,1A69N+W+uqvSj0cB5rZqJA==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212613.wav,15,2024-06-10,21:26:13,21,2024-06-10,09:26:13,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,G4U83jvDuxkqT2+cOG9bsQ==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212642.wav,15,2024-06-10,21:26:42,21,2024-06-10,09:26:42,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,804VsE+GRinFK5aMSxNQdg==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212710.wav,15,2024-06-10,21:27:10,21,2024-06-10,09:27:10,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,kqYY51J2ce9T07Dqby5pZA==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212816.wav,7.385,2024-06-10,21:28:16,21,2024-06-10,09:28:16,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,aZ7i1IbPhXFdFvJQTeOMtg==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212726.wav,15,2024-06-10,21:27:26,21,2024-06-10,09:27:26,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,Hoh2ITyxB9liUO1WLCA+zg==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212741.wav,15,2024-06-10,21:27:41,21,2024-06-10,09:27:41,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,UL6RVFRk56vBiDKmIhEoug==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212756.wav,15,2024-06-10,21:27:56,21,2024-06-10,09:27:56,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,cln4HOVWKLxaXAITvPwQsQ==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212826.wav,15,2024-06-10,21:28:26,21,2024-06-10,09:28:26,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,PMb5L13lY96JZdPxaeQY4Q==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212842.wav,15,2024-06-10,21:28:42,21,2024-06-10,09:28:42,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,Ddz32KPYtGtxgbIw3EgYLw==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212858.wav,15,2024-06-10,21:28:58,21,2024-06-10,09:28:58,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,FpIw0s9RFQMg3C1eswTDKw==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212928.wav,15,2024-06-10,21:29:28,21,2024-06-10,09:29:28,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,4W2NsFzJSTWkjyFa5qlxEA==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212943.wav,15,2024-06-10,21:29:43,21,2024-06-10,09:29:43,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,CY9oxE3zCkzzvwcdzry0tg==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_212958.wav,15,2024-06-10,21:29:58,21,2024-06-10,09:29:58,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,PFqvwGrxjw1hZWSfrhZFGw==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213014.wav,15,2024-06-10,21:30:14,21,2024-06-10,09:30:14,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,IxSbq15uwACOM7ub/2rQZg==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213029.wav,15,2024-06-10,21:30:29,21,2024-06-10,09:30:29,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,9tQA9Vr/HCX02+7iv1cZQg==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213045.wav,15,2024-06-10,21:30:45,21,2024-06-10,09:30:45,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,RypSPYSoBT6hUASlRiDayw==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213116.wav,15,2024-06-10,21:31:16,21,2024-06-10,09:31:16,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,gxKqTNhd/hCYz5ct1F0Lbg==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213132.wav,15,2024-06-10,21:31:32,21,2024-06-10,09:31:32,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,uOXZK4VxdYyJ0JAsQx0ASw==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213147.wav,15,2024-06-10,21:31:47,21,2024-06-10,09:31:47,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,zYnSSGIk4Aocz7XpsHvdRw==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213203.wav,15,2024-06-10,21:32:03,21,2024-06-10,09:32:03,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,Hiqsjbiy8oaBhG/McE1vBQ==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213218.wav,15,2024-06-10,21:32:18,21,2024-06-10,09:32:18,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,IoJLCz9woceRCmIRPg6+Jg==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213233.wav,15,2024-06-10,21:32:33,21,2024-06-10,09:32:33,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,GGcbWDdOzpa+fvOGeP8AMw==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213248.wav,15,2024-06-10,21:32:48,21,2024-06-10,09:32:48,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,WuGQZ7mj8NBG2IQTd59bGQ==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213303.wav,15,2024-06-10,21:33:03,21,2024-06-10,09:33:03,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,LqFVj5JRJtXfkM8NksWGZg==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213319.wav,15,2024-06-10,21:33:19,21,2024-06-10,09:33:19,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,mn75Db4sCMZaDk5ROZL4uQ==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213334.wav,15,2024-06-10,21:33:34,21,2024-06-10,09:33:34,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,ug0vAHBLYvJJGY1ePRZFQQ==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213349.wav,15,2024-06-10,21:33:49,21,2024-06-10,09:33:49,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,dBQkosBwlILN+XFK/6twmQ==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213420.wav,15,2024-06-10,21:34:20,21,2024-06-10,09:34:20,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,9gPMX3jgqmW7DUPXCjiA9g==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213435.wav,15,2024-06-10,21:34:35,21,2024-06-10,09:34:35,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,z3an78vFEpo+ZpBbnWWvNA==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213450.wav,15,2024-06-10,21:34:50,21,2024-06-10,09:34:50,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,+mpasnVnF4OQSlyf1eA07A==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213506.wav,15,2024-06-10,21:35:06,21,2024-06-10,09:35:06,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,zsnqm39TkVIJOaM0KLS0qw==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213521.wav,15,2024-06-10,21:35:21,21,2024-06-10,09:35:21,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,qkf5pH1J6xCfzI4lMEYXqg==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213552.wav,11.067,2024-06-10,21:35:52,21,2024-06-10,09:35:52,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,5adH3HjVx2chDFFtoA50lQ==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213649.wav,5.011,2024-06-10,21:36:49,21,2024-06-10,09:36:49,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,Yr0wlktEeXPBjfrgD+vVog==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213536.wav,15,2024-06-10,21:35:36,21,2024-06-10,09:35:36,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,SptJOM3CLlHdj3/2PhPDvA==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213633.wav,15,2024-06-10,21:36:33,21,2024-06-10,09:36:33,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,FbpgHYKlryOhExXNI3IL5g==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213758.wav,15,2024-06-10,21:37:58,21,2024-06-10,09:37:58,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,bFZ/fCW83K40GUYMYfWKlg==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213813.wav,15,2024-06-10,21:38:13,21,2024-06-10,09:38:13,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,M9TW1hDchoa0EwDGktVwHA==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213828.wav,15,2024-06-10,21:38:28,21,2024-06-10,09:38:28,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,nEKM2eW3EWO6iUss4yyVdg==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213843.wav,15,2024-06-10,21:38:43,21,2024-06-10,09:38:43,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,JujMng83zFZhmrKchg0mPA==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_213859.wav,15,2024-06-10,21:38:59,21,2024-06-10,09:38:59,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,jpCbxeF9+PG4pA7sqsSeEA==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_214041.wav,7.164,2024-06-10,21:40:41,21,2024-06-10,09:40:41,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,Vsef1Pl75S3UBIyn6a/Eig==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_214010.wav,11.369,2024-06-10,21:40:10,21,2024-06-10,09:40:10,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,5s2r5I9Pm3bWuaAtS3eUuQ==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_214153.wav,10.656,2024-06-10,21:41:53,21,2024-06-10,09:41:53,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,EeVQt7pfQ67qwUEka+KFoQ==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_214138.wav,15,2024-06-10,21:41:38,21,2024-06-10,09:41:38,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,SVA7PrGpwvQrGChz3gSTtw==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_214256.wav,15,2024-06-10,21:42:56,21,2024-06-10,09:42:56,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,sVKEO8dPNG78Z7WnHLWpUA==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_214224.wav,15,2024-06-10,21:42:24,21,2024-06-10,09:42:24,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,AvpLESsfqZSqKt+aShNeRg==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_214342.wav,11.374,2024-06-10,21:43:42,21,2024-06-10,09:43:42,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,zSTg0heeCP0grQ321YJ5Sw==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_214408.wav,15,2024-06-10,21:44:08,21,2024-06-10,09:44:08,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,GYwDusA9UoYEnWIxEpPYNg==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_214424.wav,14.999,2024-06-10,21:44:24,21,2024-06-10,09:44:24,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,/EmqSP8Hv2Kg9zw8J34JKw==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_214558.wav,15,2024-06-10,21:45:58,21,2024-06-10,09:45:58,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,VIhcLebeQa/KLHs0RhIIwA==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_214613.wav,15,2024-06-10,21:46:13,21,2024-06-10,09:46:13,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,cSDA/i6IFqAVScrLyxpNlA==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_214823.wav,15,2024-06-10,21:48:23,21,2024-06-10,09:48:23,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,a2juma0cHwAVOT+6waJ4Bg==
D:\Dati Castelporziano\10-13 Giugno\Data Punto 5,,SMU04329_20240610_215008.wav,15,2024-06-10,21:50:08,21,2024-06-10,09:50:08,9,41.75729,12.39586,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,O85zlL7wFo6N2JM56GWPgw==
